,西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号,m_カドミウム,n_カドミウム,C_カドミウム_最大値,カドミウム_最大値,C_カドミウム_平均値,カドミウム_平均値,m_全シアン,n_全シアン,C_全シアン_最大値,全シアン_最大値,C_全シアン_平均値,全シアン_平均値,m_鉛,n_鉛,C_鉛_最大値,鉛_最大値,C_鉛_平均値,鉛_平均値,m_六価クロム,n_六価クロム,C_六価クロム_最大値,六価クロム_最大値,C_六価クロム_平均値,六価クロム_平均値,m_砒素,n_砒素,C_砒素_最大値,砒素_最大値,C_砒素_平均値,砒素_平均値,m_総水銀,n_総水銀,C_総水銀_最大値,総水銀_最大値,C_総水銀_平均値,総水銀_平均値,総水銀_定量限界値未満の検体数,m_アルキル水銀,n_アルキル水銀,C_アルキル水銀_最大値,アルキル水銀_最大値,C_アルキル水銀_平均値,アルキル水銀_平均値,m_PCB,n_PCB,C_PCB_最大値,PCB_最大値,C_PCB_平均値,PCB_平均値,m_有機リン,n_有機リン,C_有機リン_最大値,有機リン_最大値,C_有機リン_平均値,有機リン_平均値,m_ジクロロメタン,n_ジクロロメタン,C_ジクロロメタン_最大値,ジクロロメタン_最大値,C_ジクロロメタン_平均値,ジクロロメタン_平均値,m_四塩化炭素,n_四塩化炭素,C_四塩化炭素_最大値,四塩化炭素_最大値,C_四塩化炭素_平均値,四塩化炭素_平均値,m_1、2-ジクロロエタン,n_1、2-ジクロロエタン,C_1、2-ジクロロエタン_最大値,1、2-ジクロロエタン_最大値,C_1、2-ジクロロエタン_平均値,1、2-ジクロロエタン_平均値,m_1、1-ジクロロエチレン,n_1、1-ジクロロエチレン,C_1、1-ジクロロエチレン_最大値,1、1-ジクロロエチレン_最大値,C_1、1-ジクロロエチレン_平均値,1、1-ジクロロエチレン_平均値,m_シス-1、2-ジクロロエチレン,n_シス-1、2-ジクロロエチレン,C_シス-1、2-ジクロロエチレン_最大値,シス-1、2-ジクロロエチレン_最大値,C_シス-1、2-ジクロロエチレン_平均値,シス-1、2-ジクロロエチレン_平均値,m_1、1、1-トリクロロエタン,n_1、1、1-トリクロロエタン,C_1、1、1-トリクロロエタン_最大値,1、1、1-トリクロロエタン_最大値,C_1、1、1-トリクロロエタン_平均値,1、1、1-トリクロロエタン_平均値,m_1、1、2-トリクロロエタン,n_1、1、2-トリクロロエタン,C_1、1、2-トリクロロエタン_最大値,1、1、2-トリクロロエタン_最大値,C_1、1、2-トリクロロエタン_平均値,1、1、2-トリクロロエタン_平均値,m_トリクロロエチレン,n_トリクロロエチレン,C_トリクロロエチレン_最大値,トリクロロエチレン_最大値,C_トリクロロエチレン_平均値,トリクロロエチレン_平均値,m_テトラクロロエチレン,n_テトラクロロエチレン,C_テトラクロロエチレン_最大値,テトラクロロエチレン_最大値,C_テトラクロロエチレン_平均値,テトラクロロエチレン_平均値,m_1、3-ジクロロプロペン,n_1、3-ジクロロプロペン,C_1、3-ジクロロプロペン_最大値,1、3-ジクロロプロペン_最大値,C_1、3-ジクロロプロペン_平均値,1、3-ジクロロプロペン_平均値,m_チウラム,n_チウラム,C_チウラム_最大値,チウラム_最大値,C_チウラム_平均値,チウラム_平均値,m_シマジン,n_シマジン,C_シマジン_最大値,シマジン_最大値,C_シマジン_平均値,シマジン_平均値,m_チオベンカルブ,n_チオベンカルブ,C_チオベンカルブ_最大値,チオベンカルブ_最大値,C_チオベンカルブ_平均値,チオベンカルブ_平均値,m_ベンゼン,n_ベンゼン,C_ベンゼン_最大値,ベンゼン_最大値,C_ベンゼン_平均値,ベンゼン_平均値,m_セレン,n_セレン,C_セレン_最大値,セレン_最大値,C_セレン_平均値,セレン_平均値,m_硝酸性窒素及び亜硝酸性窒素,ｎ_硝酸性窒素及び亜硝酸性窒素,C_硝酸性窒素及び亜硝酸性窒素_最大値,硝酸性窒素及び亜硝酸性窒素_最大値,C_硝酸性窒素及び亜硝酸性窒素_平均値,硝酸性窒素及び亜硝酸性窒素_平均値,m_亜硝酸性窒素,n_亜硝酸性窒素,C_亜硝酸性窒素_最大値,亜硝酸性窒素_最大値,C_亜硝酸性窒素_平均値,亜硝酸性窒素_平均値,m_ふっ素,n_ふっ素,C_ふっ素_最大値,ふっ素_最大値,C_ふっ素_平均値,ふっ素_平均値,m_ほう素,n_ほう素,C_ほう素_最大値,ほう素_最大値,C_ほう素_平均値,ほう素_平均値
1683,1982,910700,9,60,1,0.0,#,6.9,#,8.1,0.0,24.0,#,9.3,#,12.0,0.0,24.0,#,10.0,#,0.6,#,1.8,0.0,24.0,#,0.6,#,1.8,0.0,24.0,#,1.1,#,1.2,#,1.3,,,,,,,,,,,,,,,,,,,<,1.0,#,24.0,0.0,24.0,#,4.0,#,130.0,#,7000.0,9.0,24.0,#,1300.0,,,,,,,,,0906001,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.0005,<,0.0005,3.0,0.0,3.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,1982,910710,9,61,1,0.0,#,5.6,#,7.5,2.0,24.0,#,8.1,#,12.0,0.0,24.0,#,10.0,#,0.5,#,4.4,3.0,24.0,#,0.5,#,4.4,3.0,24.0,#,1.5,#,1.4,#,1.6,,,,,,,,,,,,,,,,,,,<,1.0,#,130.0,2.0,24.0,#,12.0,#,170.0,#,35000.0,23.0,24.0,#,8100.0,,,,,,,,,0906101,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.0005,<,0.0005,3.0,0.0,3.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,1982,910720,9,61,51,0.0,#,3.3,#,5.8,12.0,12.0,#,7.3,#,10.0,1.0,12.0,#,8.7,#,1.5,#,6.6,9.0,12.0,#,1.5,#,6.6,9.0,12.0,#,3.2,#,3.0,#,3.6,,,,,,,,,,,,,,,,,,,#,3.0,#,27.0,1.0,12.0,#,12.0,#,230.0,#,70000.0,10.0,12.0,#,16000.0,,,,,,,,,0906151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,1982,910730,9,62,1,0.0,#,6.4,#,7.5,1.0,24.0,#,8.7,#,14.0,0.0,24.0,#,11.0,<,0.5,#,2.6,2.0,24.0,<,0.5,#,2.6,2.0,24.0,#,1.3,#,1.4,#,1.7,,,,,,,,,,,,,,,,,,,<,1.0,#,21.0,0.0,24.0,#,4.0,#,330.0,#,92000.0,21.0,24.0,#,9100.0,,,,,,,,,0906201,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.0005,<,0.0005,3.0,0.0,3.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,1982,911060,9,63,1,0.0,#,6.5,#,7.6,0.0,24.0,#,9.1,#,14.0,0.0,24.0,#,11.0,<,0.5,#,2.9,1.0,24.0,<,0.5,#,2.9,1.0,24.0,#,1.3,#,1.2,#,1.6,,,,,,,,,,,,,,,,,,,<,1.0,#,48.0,1.0,24.0,#,6.0,#,130.0,#,16000.0,16.0,24.0,#,4400.0,,,,,,,,,0906301,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.0005,<,0.0005,3.0,0.0,3.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,1982,910740,9,64,1,0.0,#,6.6,#,8.1,0.0,24.0,#,8.9,#,15.0,0.0,24.0,#,11.0,#,0.8,#,3.7,6.0,24.0,#,0.8,#,3.7,6.0,24.0,#,1.8,#,1.7,#,2.0,,,,,,,,,,,,,,,,,,,#,1.0,#,10.0,0.0,24.0,#,3.0,#,2400.0,#,920000.0,24.0,24.0,#,110000.0,,,,,,,,,0906401,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.0005,<,0.0005,3.0,0.0,3.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,1982,911200,9,64,51,0.0,#,6.5,#,7.4,0.0,12.0,#,8.7,#,14.0,0.0,12.0,#,11.0,#,0.8,#,2.0,0.0,12.0,#,0.8,#,2.0,0.0,12.0,#,1.4,#,1.5,#,1.9,,,,,,,,,,,,,,,,,,,<,1.0,#,6.0,0.0,12.0,#,4.0,#,1400.0,#,16000.0,12.0,12.0,#,6400.0,,,,,,,,,0906451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,1982,910750,9,65,1,0.0,#,6.8,#,8.6,2.0,24.0,#,8.8,#,13.0,0.0,24.0,#,11.0,#,0.7,#,2.2,2.0,24.0,#,0.7,#,2.2,2.0,24.0,#,1.3,#,1.3,#,1.5,,,,,,,,,,,,,,,,,,,#,2.0,#,17.0,0.0,24.0,#,5.0,#,280.0,#,16000.0,14.0,24.0,#,2300.0,,,,,,,,,0906501,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.0005,<,0.0005,3.0,0.0,3.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,1982,910770,9,65,51,0.0,#,6.7,#,8.3,0.0,12.0,#,9.3,#,12.0,0.0,12.0,#,10.0,#,1.0,#,2.2,1.0,12.0,#,1.0,#,2.2,1.0,12.0,#,1.4,#,1.3,#,1.4,,,,,,,,,,,,,,,,,,,<,1.0,#,4.0,0.0,12.0,#,2.0,#,230.0,#,24000.0,8.0,12.0,#,4000.0,,,,,,,,,0906551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,1982,910760,9,65,52,0.0,#,6.6,#,8.2,0.0,12.0,#,9.2,#,13.0,0.0,12.0,#,11.0,#,1.0,#,2.3,1.0,12.0,#,1.0,#,2.3,1.0,12.0,#,1.5,#,1.5,#,1.6,,,,,,,,,,,,,,,,,,,<,1.0,#,11.0,0.0,12.0,#,3.0,#,330.0,#,11000.0,9.0,12.0,#,4100.0,,,,,,,,,0906552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,1982,910780,9,65,53,0.0,#,6.8,#,7.9,0.0,12.0,#,9.0,#,12.0,0.0,12.0,#,10.0,#,0.7,#,2.5,1.0,12.0,#,0.7,#,2.5,1.0,12.0,#,1.4,#,1.4,#,1.6,,,,,,,,,,,,,,,,,,,#,1.0,#,14.0,0.0,12.0,#,3.0,#,2400.0,#,54000.0,12.0,12.0,#,17000.0,,,,,,,,,0906553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,1982,910910,9,66,1,0.0,#,6.7,#,8.5,0.0,24.0,#,9.0,#,12.0,0.0,24.0,#,10.0,#,0.7,#,4.9,8.0,24.0,#,0.7,#,4.9,8.0,24.0,#,1.8,#,1.6,#,2.1,,,,,,,,,,,,,,,,,,,<,1.0,#,56.0,1.0,24.0,#,8.0,#,20.0,#,92000.0,22.0,24.0,#,15000.0,,,,,,,,,0906601,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.0005,<,0.0005,3.0,0.0,3.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,1982,910790,9,67,1,0.0,#,6.7,#,7.8,0.0,24.0,#,8.4,#,14.0,0.0,24.0,#,11.0,#,1.0,#,2.5,5.0,24.0,#,1.0,#,2.5,5.0,24.0,#,1.7,#,1.7,#,1.8,,,,,,,,,,,,,,,,,,,<,1.0,#,19.0,0.0,24.0,#,3.0,#,2400.0,#,240000.0,24.0,24.0,#,31000.0,,,,,,,,,0906701,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.0005,<,0.0005,3.0,0.0,3.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,1982,911210,9,67,51,0.0,#,6.6,#,7.9,0.0,12.0,#,9.1,#,13.0,0.0,12.0,#,11.0,#,0.5,#,2.0,0.0,12.0,#,0.5,#,2.0,0.0,12.0,#,1.2,#,1.1,#,1.5,,,,,,,,,,,,,,,,,,,<,1.0,#,3.0,0.0,12.0,#,2.0,#,490.0,#,24000.0,9.0,12.0,#,4200.0,,,,,,,,,0906751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,1982,910800,9,68,1,0.0,#,6.5,#,8.1,0.0,24.0,#,8.7,#,14.0,0.0,24.0,#,11.0,#,0.5,#,2.7,2.0,24.0,#,0.5,#,2.7,2.0,24.0,#,1.4,#,1.3,#,1.8,,,,,,,,,,,,,,,,,,,<,1.0,#,34.0,1.0,24.0,#,5.0,#,130.0,#,24000.0,16.0,24.0,#,4600.0,,,,,,,,,0906801,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.0005,<,0.0005,3.0,0.0,3.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,1982,910820,9,68,51,0.0,#,6.5,#,7.7,0.0,12.0,#,7.6,#,12.0,0.0,12.0,#,9.8,#,1.0,#,3.4,4.0,12.0,#,1.0,#,3.4,4.0,12.0,#,1.7,#,1.6,#,2.1,,,,,,,,,,,,,,,,,,,<,1.0,#,58.0,1.0,12.0,#,9.0,#,130.0,#,7000.0,8.0,12.0,#,2700.0,,,,,,,,,0906851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,1982,910810,9,68,52,0.0,#,6.7,#,8.1,0.0,12.0,#,8.3,#,12.0,0.0,12.0,#,10.0,#,0.8,#,1.9,0.0,12.0,#,0.8,#,1.9,0.0,12.0,#,1.4,#,1.4,#,1.7,,,,,,,,,,,,,,,,,,,<,1.0,#,30.0,1.0,12.0,#,7.0,#,20.0,#,7000.0,4.0,12.0,#,1300.0,,,,,,,,,0906852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,1982,910830,9,69,1,0.0,#,6.8,#,7.7,0.0,24.0,#,8.8,#,14.0,0.0,24.0,#,10.0,#,0.9,#,2.4,3.0,24.0,#,0.9,#,2.4,3.0,24.0,#,1.6,#,1.6,#,1.9,,,,,,,,,,,,,,,,,,,#,2.0,#,29.0,1.0,24.0,#,7.0,#,800.0,#,240000.0,23.0,24.0,#,20000.0,,,,,,,,,0906901,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.0005,<,0.0005,3.0,0.0,3.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,1982,910840,9,69,51,0.0,#,6.8,#,7.6,0.0,12.0,#,8.4,#,13.0,0.0,12.0,#,10.0,<,0.5,#,2.4,1.0,12.0,<,0.5,#,2.4,1.0,12.0,#,1.3,#,1.2,#,1.7,,,,,,,,,,,,,,,,,,,<,1.0,#,20.0,0.0,12.0,#,4.0,#,330.0,#,24000.0,10.0,12.0,#,7700.0,,,,,,,,,0906951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,1982,910850,9,70,1,0.0,#,6.7,#,7.9,0.0,24.0,#,8.1,#,14.0,0.0,24.0,#,11.0,#,0.8,#,2.4,2.0,24.0,#,0.8,#,2.4,2.0,24.0,#,1.5,#,1.5,#,1.8,,,,,,,,,,,,,,,,,,,<,1.0,#,30.0,2.0,24.0,#,7.0,#,50.0,#,35000.0,23.0,24.0,#,8900.0,,,,,,,,,0907001,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.0005,<,0.0005,3.0,0.0,3.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,1982,910860,9,71,1,0.0,#,6.7,#,7.7,0.0,24.0,#,8.8,#,14.0,0.0,24.0,#,11.0,#,0.6,#,3.2,12.0,24.0,#,0.6,#,3.2,12.0,24.0,#,2.1,#,2.1,#,2.3,,,,,,,,,,,,,,,,,,,<,1.0,#,64.0,4.0,24.0,#,13.0,#,2400.0,#,460000.0,24.0,24.0,#,48000.0,,,,,,,,,0907101,0.0,3.0,<,0.005,<,0.005,0.0,3.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.0005,<,0.0005,3.0,0.0,3.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,1982,911220,9,71,51,0.0,#,6.6,#,7.5,0.0,12.0,#,8.7,#,14.0,0.0,12.0,#,11.0,#,1.3,#,2.5,3.0,12.0,#,1.3,#,2.5,3.0,12.0,#,1.8,#,1.7,#,2.0,,,,,,,,,,,,,,,,,,,<,1.0,#,65.0,3.0,12.0,#,17.0,#,490.0,#,240000.0,11.0,12.0,#,28000.0,,,,,,,,,0907151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,1982,910190,9,72,1,0.0,#,7.0,#,7.5,0.0,24.0,#,7.7,#,11.0,0.0,24.0,#,9.9,<,0.5,#,1.3,8.0,24.0,<,0.5,#,1.3,3.0,13.0,#,0.9,#,1.0,#,1.0,,,,,,,,,,,,,,,,,,,#,1.0,#,30.0,2.0,24.0,#,6.0,#,2100.0,#,35000.0,24.0,24.0,#,15000.0,,,,,,,,,0907201,0.0,3.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,3.0,<,0.05,<,0.05,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.02,<,0.02,0.0,3.0,<,0.0005,<,0.0005,3.0,,,,,,,0.0,1.0,N,0.0005,N,0.0005,0.0,3.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,1982,910200,9,72,51,0.0,#,7.0,#,7.8,0.0,12.0,#,8.7,#,13.0,0.0,12.0,#,10.0,#,0.6,#,2.5,9.0,12.0,#,0.6,#,2.5,9.0,12.0,#,1.4,#,1.4,#,1.6,,,,,,,,,,,,,,,,,,,<,1.0,#,2.0,0.0,12.0,#,1.0,#,1300.0,#,24000.0,12.0,12.0,#,7600.0,,,,,,,,,0907251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
