,西暦年度,絶対番号_x,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号,m_カドミウム,n_カドミウム,C_カドミウム_最大値,カドミウム_最大値,C_カドミウム_平均値,カドミウム_平均値,m_全シアン,n_全シアン,C_全シアン_最大値,全シアン_最大値,C_全シアン_平均値,全シアン_平均値,m_鉛,n_鉛,C_鉛_最大値,鉛_最大値,C_鉛_平均値,鉛_平均値,m_六価クロム,n_六価クロム,C_六価クロム_最大値,六価クロム_最大値,C_六価クロム_平均値,六価クロム_平均値,m_砒素,n_砒素,C_砒素_最大値,砒素_最大値,C_砒素_平均値,砒素_平均値,m_総水銀,n_総水銀,C_総水銀_最大値,総水銀_最大値,C_総水銀_平均値,総水銀_平均値,総水銀_定量限界値未満の検体数,m_アルキル水銀,n_アルキル水銀,C_アルキル水銀_最大値,アルキル水銀_最大値,C_アルキル水銀_平均値,アルキル水銀_平均値,m_PCB,n_PCB,C_PCB_最大値,PCB_最大値,C_PCB_平均値,PCB_平均値,m_有機リン,n_有機リン,C_有機リン_最大値,有機リン_最大値,C_有機リン_平均値,有機リン_平均値,m_ジクロロメタン,n_ジクロロメタン,C_ジクロロメタン_最大値,ジクロロメタン_最大値,C_ジクロロメタン_平均値,ジクロロメタン_平均値,m_四塩化炭素,n_四塩化炭素,C_四塩化炭素_最大値,四塩化炭素_最大値,C_四塩化炭素_平均値,四塩化炭素_平均値,m_1、2-ジクロロエタン,n_1、2-ジクロロエタン,C_1、2-ジクロロエタン_最大値,1、2-ジクロロエタン_最大値,C_1、2-ジクロロエタン_平均値,1、2-ジクロロエタン_平均値,m_1、1-ジクロロエチレン,n_1、1-ジクロロエチレン,C_1、1-ジクロロエチレン_最大値,1、1-ジクロロエチレン_最大値,C_1、1-ジクロロエチレン_平均値,1、1-ジクロロエチレン_平均値,m_シス-1、2-ジクロロエチレン,n_シス-1、2-ジクロロエチレン,C_シス-1、2-ジクロロエチレン_最大値,シス-1、2-ジクロロエチレン_最大値,C_シス-1、2-ジクロロエチレン_平均値,シス-1、2-ジクロロエチレン_平均値,m_1、1、1-トリクロロエタン,n_1、1、1-トリクロロエタン,C_1、1、1-トリクロロエタン_最大値,1、1、1-トリクロロエタン_最大値,C_1、1、1-トリクロロエタン_平均値,1、1、1-トリクロロエタン_平均値,m_1、1、2-トリクロロエタン,n_1、1、2-トリクロロエタン,C_1、1、2-トリクロロエタン_最大値,1、1、2-トリクロロエタン_最大値,C_1、1、2-トリクロロエタン_平均値,1、1、2-トリクロロエタン_平均値,m_トリクロロエチレン,n_トリクロロエチレン,C_トリクロロエチレン_最大値,トリクロロエチレン_最大値,C_トリクロロエチレン_平均値,トリクロロエチレン_平均値,m_テトラクロロエチレン,n_テトラクロロエチレン,C_テトラクロロエチレン_最大値,テトラクロロエチレン_最大値,C_テトラクロロエチレン_平均値,テトラクロロエチレン_平均値,m_1、3-ジクロロプロペン,n_1、3-ジクロロプロペン,C_1、3-ジクロロプロペン_最大値,1、3-ジクロロプロペン_最大値,C_1、3-ジクロロプロペン_平均値,1、3-ジクロロプロペン_平均値,m_チウラム,n_チウラム,C_チウラム_最大値,チウラム_最大値,C_チウラム_平均値,チウラム_平均値,m_シマジン,n_シマジン,C_シマジン_最大値,シマジン_最大値,C_シマジン_平均値,シマジン_平均値,m_チオベンカルブ,n_チオベンカルブ,C_チオベンカルブ_最大値,チオベンカルブ_最大値,C_チオベンカルブ_平均値,チオベンカルブ_平均値,m_ベンゼン,n_ベンゼン,C_ベンゼン_最大値,ベンゼン_最大値,C_ベンゼン_平均値,ベンゼン_平均値,m_セレン,n_セレン,C_セレン_最大値,セレン_最大値,C_セレン_平均値,セレン_平均値,m_硝酸性窒素及び亜硝酸性窒素,ｎ_硝酸性窒素及び亜硝酸性窒素,C_硝酸性窒素及び亜硝酸性窒素_最大値,硝酸性窒素及び亜硝酸性窒素_最大値,C_硝酸性窒素及び亜硝酸性窒素_平均値,硝酸性窒素及び亜硝酸性窒素_平均値,m_亜硝酸性窒素,n_亜硝酸性窒素,C_亜硝酸性窒素_最大値,亜硝酸性窒素_最大値,C_亜硝酸性窒素_平均値,亜硝酸性窒素_平均値,m_ふっ素,n_ふっ素,C_ふっ素_最大値,ふっ素_最大値,C_ふっ素_平均値,ふっ素_平均値,m_ほう素,n_ほう素,C_ほう素_最大値,ほう素_最大値,C_ほう素_平均値,ほう素_平均値,ＲＬＳ識別コード,水系コード,絶対番号_y,地点新設等コード,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,水質年鑑コード,推定絶対番号,推定水系コード,備考,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms
1267,1980,811064,8,80,1,0.0,#,7.2,#,7.7,0.0,12.0,#,7.9,#,11.0,0.0,12.0,#,9.3,#,0.7,#,3.4,3.0,12.0,#,0.7,#,3.4,3.0,12.0,#,1.7,#,1.7,#,2.0,,,,,,,,,,,,,,,,,,,#,10,#,120.0,9.0,12.0,#,46.0,#,170.0,#,92000.0,8.0,12.0,#,13000.0,,,,,,,,,0808001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811064,2,,大洋川,タイヨウガワ,,田塚橋,タヅカバシ,,A,2.0,3.0,1974.0,3.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811140.0,83028.0,,36.09222222,140.54388889, 36:05:32,140:32:38
1268,1980,811074,8,81,1,0.0,#,7.2,#,8.9,5.0,12.0,#,6.7,#,12.0,2.0,12.0,#,9.5,#,2.7,#,9.4,12.0,12.0,#,2.7,#,9.4,12.0,12.0,#,4.6,#,4.6,#,4.8,,,,,,,,,,,,,,,,,,,#,6,#,25.0,0.0,12.0,#,15.0,#,1100.0,#,54000.0,12.0,12.0,#,25000.0,,,,,,,,,0808101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811074,2,,夜越川,ヨロコシガワ,,新東栄橋,シントウエイバシ,,A,3.0,3.0,1974.0,3.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811150.0,83028.0,,35.95611111,140.51888889, 35:57:22,140:31:08
1269,1980,811094,8,83,1,0.0,#,7.3,#,8.6,1.0,28.0,#,8.2,#,15.0,0.0,28.0,#,11.0,<,0.5,#,1.5,0.0,28.0,#,0.7,#,1.4,0.0,12.0,#,1.0,#,1.0,#,1.2,,,,,,,,,,,,,,,,,,,#,1,#,40.0,2.0,28.0,#,7.0,#,70.0,#,2200.0,6.0,12.0,#,890.0,,,,,,,,,0808301,0.0,6.0,<,0.005,<,0.005,0.0,6.0,N,0.1,N,0.1,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,,,,,,,,0.0,2.0,<,0.0005,<,0.0005,0.0,2.0,<,0.1,<,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811094,2,,久慈川,クジガワ,,山方,ヤマガタ,,A,1.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811170.0,83026.0,,36.63305556,140.39500000, 36:37:59,140:23:42
1270,1980,811104,8,83,2,0.0,#,7.1,#,8.4,0.0,28.0,#,8.1,#,15.0,0.0,28.0,#,10.0,#,0.5,#,1.9,0.0,28.0,#,0.7,#,1.9,0.0,12.0,#,1.2,#,1.3,#,1.3,,,,,,,,,,,,,,,,,,,#,1,#,50.0,2.0,28.0,#,11.0,#,330.0,#,17000.0,10.0,12.0,#,3700.0,,,,,,,,,0808302,0.0,6.0,<,0.005,<,0.005,0.0,6.0,N,0.1,N,0.1,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,,,,,,,,0.0,2.0,<,0.0005,<,0.0005,0.0,2.0,<,0.1,<,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811104,2,,久慈川,クジガワ,,榊橋,サカキバシ,,A,1.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811180.0,83026.0,,36.49388889,140.56777778, 36:29:38,140:34:04
1271,1980,811114,8,83,51,0.0,#,7.3,#,8.3,0.0,24.0,#,8.3,#,14.0,0.0,24.0,#,11.0,#,0.6,#,1.5,0.0,24.0,#,0.7,#,1.3,0.0,12.0,#,1.0,#,1.0,#,1.1,,,,,,,,,,,,,,,,,,,#,1,#,30.0,2.0,24.0,#,6.0,#,130.0,#,3300.0,5.0,12.0,#,1100.0,,,,,,,,,0808351,0.0,6.0,<,0.005,<,0.005,0.0,6.0,N,0.1,N,0.1,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,,,,,,,,0.0,2.0,<,0.0005,<,0.0005,0.0,2.0,<,0.1,<,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811114,2,,久慈川,クジガワ,,富岡橋,トミオカバシ,,A,1.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811190.0,83026.0,,36.55250000,140.42472222, 36:33:09,140:25:29
1272,1980,811124,8,84,1,0.0,#,7.2,#,7.7,0.0,12.0,#,3.7,#,12.0,2.0,12.0,#,7.2,#,1.3,#,8.1,4.0,12.0,#,1.3,#,8.1,4.0,12.0,#,4.3,#,4.3,#,5.1,,,,,,,,,,,,,,,,,,,#,5,#,38.0,0.0,12.0,#,14.0,#,23000.0,#,2400000.0,,12.0,#,360000.0,,,,,,,,,0808401,,,,,,,0.0,12.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,12.0,<,0.05,<,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811124,2,,茂宮川,モミヤガワ,,群長橋,グンチヨウバシ,,C,3.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811200.0,83026.0,,36.50500000,140.59694444, 36:30:18,140:35:49
1273,1980,811134,8,85,1,0.0,#,7.0,#,8.1,0.0,12.0,#,7.9,#,14.0,0.0,12.0,#,10.0,<,0.5,#,2.7,0.0,12.0,<,0.5,#,2.7,0.0,12.0,#,1.4,#,1.3,#,1.6,,,,,,,,,,,,,,,,,,,#,2,#,64.0,1.0,12.0,#,14.0,#,490.0,#,22000.0,4.0,12.0,#,7300.0,,,,,,,,,0808501,0.0,6.0,<,0.005,<,0.005,0.0,6.0,N,0.1,N,0.1,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,,,,,,,,0.0,2.0,<,0.0005,<,0.0005,0.0,2.0,<,0.1,<,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811134,2,,里川,サトガワ,,新落合橋,シンオチアイバシ,,B,1.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811220.0,83026.0,,36.51638889,140.53944444, 36:30:59,140:32:22
1274,1980,811144,8,86,1,0.0,#,7.3,#,8.3,0.0,12.0,#,8.5,#,13.0,0.0,12.0,#,10.0,#,0.6,#,2.0,0.0,12.0,#,0.6,#,2.0,0.0,12.0,#,1.3,#,1.4,#,1.6,,,,,,,,,,,,,,,,,,,#,2,#,45.0,1.0,12.0,#,12.0,#,33.0,#,13000.0,11.0,12.0,#,2900.0,,,,,,,,,0808601,0.0,6.0,<,0.005,<,0.005,0.0,6.0,N,0.1,N,0.1,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,,,,,,,,0.0,2.0,<,0.0005,<,0.0005,0.0,2.0,<,0.1,<,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811144,2,,山田川,ヤマダガワ,,東橋,アズマバシ,,A,1.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811230.0,83026.0,,36.50416667,140.51111111, 36:30:15,140:30:40
1275,1980,811154,8,87,1,0.0,#,7.0,#,7.6,0.0,6.0,#,7.4,#,13.0,0.0,6.0,#,10.0,#,0.5,#,3.0,0.0,6.0,#,0.5,#,3.0,0.0,6.0,#,1.6,#,1.6,#,2.5,,,,,,,,,,,,,,,,,,,<,1,#,34.0,1.0,6.0,#,11.0,#,320.0,#,9400.0,2.0,6.0,#,4000.0,,,,,,,,,0808701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811154,2,,浅川,アサカワ,,浅川橋,アサカワバシ,,B,1.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811240.0,83026.0,,36.53750000,140.46583333, 36:32:15,140:27:57
1276,1980,811164,8,88,1,0.0,#,7.1,#,7.5,0.0,12.0,#,6.1,#,13.0,0.0,12.0,#,9.3,<,0.5,#,7.1,5.0,12.0,<,0.5,#,7.1,5.0,12.0,#,4.4,#,4.9,#,5.7,,,,,,,,,,,,,,,,,,,#,2,#,44.0,0.0,12.0,#,20.0,#,1700.0,#,24000.0,,11.0,#,6900.0,,,,,,,,,0808801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811164,2,,玉川,タマガワ,,下玉川橋,シモタマガワバシ,,C,2.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811260.0,83026.0,,36.51166667,140.45277778, 36:30:42,140:27:10
1277,1980,811174,8,89,1,0.0,#,7.1,#,8.8,1.0,6.0,#,8.7,#,14.0,0.0,6.0,#,11.0,#,0.6,#,3.1,2.0,6.0,#,0.6,#,3.1,2.0,6.0,#,2.0,#,2.2,#,3.1,,,,,,,,,,,,,,,,,,,<,1,#,20.0,0.0,6.0,#,7.0,#,1100.0,#,49000.0,3.0,6.0,#,19000.0,,,,,,,,,0808901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811174,2,,滝川,タキガワ,,小磯橋,コイソバシ,,B,1.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811270.0,83026.0,,36.74861111,140.38333333, 36:44:55,140:23:00
1278,1980,811184,8,90,1,0.0,#,7.1,#,7.8,0.0,5.0,#,8.2,#,12.0,0.0,5.0,#,9.8,#,0.7,#,3.5,2.0,5.0,#,0.7,#,3.5,2.0,5.0,#,1.9,#,1.0,#,3.2,,,,,,,,,,,,,,,,,,,<,1,#,6.0,0.0,5.0,#,3.0,#,1700.0,#,24000.0,5.0,5.0,#,8200.0,,,,,,,,,0809001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811184,2,,押川,オシガワ,,押川橋,オシガワバシ,,A,1.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811280.0,83026.0,,36.76722222,140.35555556, 36:46:02,140:21:20
1279,1980,811194,8,91,1,0.0,#,7.2,#,7.8,0.0,6.0,#,8.5,#,12.0,0.0,6.0,#,10.0,<,0.5,#,2.6,2.0,6.0,<,0.5,#,2.6,2.0,6.0,#,1.4,#,1.2,#,2.4,,,,,,,,,,,,,,,,,,,<,1,#,3.0,0.0,6.0,#,1.0,#,110.0,#,920000.0,4.0,6.0,#,160000.0,,,,,,,,,0809101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811194,2,,八溝川,ヤミゾガワ,,万年橋,マンネンバシ,,A,1.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811290.0,83026.0,,36.80944444,140.36944444, 36:48:34,140:22:10
1280,1980,811204,8,92,1,0.0,#,7.0,#,7.8,0.0,24.0,#,8.4,#,13.0,0.0,24.0,#,10.0,<,0.5,#,1.7,0.0,24.0,#,0.5,#,1.7,0.0,12.0,#,1.0,#,1.0,#,1.2,,,,,,,,,,,,,,,,,,,#,1,#,26.0,1.0,24.0,#,8.0,#,330.0,#,1700.0,2.0,12.0,#,840.0,,,,,,,,,0809201,0.0,6.0,<,0.005,<,0.005,0.0,6.0,N,0.1,N,0.1,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,,,,,,,,0.0,2.0,<,0.0005,<,0.0005,0.0,2.0,<,0.1,<,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811204,2,,藤井川,フジイガワ,,上合橋,カミアイバシ,,A,1.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811300.0,83027.0,,36.43638889,140.41833333, 36:26:11,140:25:06
1281,1980,811214,8,93,1,0.0,#,6.8,#,7.2,0.0,12.0,#,8.4,#,11.0,0.0,12.0,#,9.7,<,0.5,#,2.3,3.0,12.0,<,0.5,#,2.3,3.0,12.0,#,0.9,#,0.8,#,1.0,,,,,,,,,,,,,,,,,,,<,1,#,43.0,1.0,12.0,#,5.0,#,0.0,#,1400.0,8.0,12.0,#,410.0,,,,,,,,,0809301,0.0,6.0,<,0.005,<,0.005,,,,,,,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.05,<,0.05,0.0,6.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811214,2,,塩子川,シオコガワ,,磯崎橋,イソザキバシ,,AA,1.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811330.0,83027.0,,36.48166667,140.29527778, 36:28:54,140:17:43
1282,1980,811224,8,94,1,0.0,#,6.8,#,7.5,0.0,6.0,#,8.3,#,12.0,0.0,6.0,#,10.0,<,0.5,#,2.3,1.0,6.0,<,0.5,#,2.3,1.0,6.0,#,1.4,#,1.4,#,1.9,,,,,,,,,,,,,,,,,,,<,1,#,6.0,0.0,6.0,#,3.0,#,80.0,#,2100.0,3.0,6.0,#,890.0,,,,,,,,,0809401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811224,2,,緒川,オガワ,,緒川橋,オガワバシ,,A,1.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811340.0,83027.0,,36.54972222,140.33916667, 36:32:59,140:20:21
1283,1980,811234,8,95,1,0.0,#,7.1,#,7.5,0.0,6.0,#,6,#,9.4,0.0,6.0,#,7.7,#,2.4,#,6.7,2.0,6.0,#,2.4,#,6.7,2.0,6.0,#,3.7,#,2.8,#,4.7,,,,,,,,,,,,,,,,,,,#,3,#,63.0,2.0,6.0,#,25.0,#,2200.0,#,54000.0,4.0,6.0,#,15000.0,,,,,,,,,0809501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811234,2,,飯沼川,イイヌマガワ,,馬洗橋,ウマアライバシ,,B,2.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811350.0,83028.0,,36.03444444,139.91055556, 36:02:04,139:54:38
1284,1980,811244,8,95,2,0.0,#,7.1,#,7.7,0.0,12.0,#,6.3,#,11.0,0.0,12.0,#,8.5,#,1.4,#,4.9,3.0,12.0,#,1.4,#,4.9,3.0,12.0,#,2.7,#,2.8,#,3.0,,,,,,,,,,,,,,,,,,,#,12,#,89.0,5.0,12.0,#,30.0,#,790.0,#,160000.0,6.0,12.0,#,22000.0,,,,,,,,,0809502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,811244,2,,飯沼川,イイヌマガワ,,菅生沼湖心,スガオヌマコシン,,B,2.0,3.0,1975.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811360.0,83028.0,,36.00833333,139.91861111, 36:00:30,139:55:07
