西暦年度,ＲＬＳ識別コード,水系コード,絶対番号,地点新設等コード,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,緯度_Ｎ(度),緯度_Ｎ(分),緯度_Ｎ(秒),経度_Ｅ（度）,経度_Ｅ（分）,経度_Ｅ（秒）,水質年鑑コード,推定絶対番号,推定水系コード,備考
1971,1,,0110191,2,,,,,,,,江別大橋,エベツオオハシ,,B,1,,1974,05,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,07,15,141,35,49,01R0090,0112080,81007,
1971,1,,0110311,2,,,,,,,,名寄大橋,ナヨロオオハシ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,21,40,142,26,34,01R0220,0110490,81001,
1971,1,,0110341,2,,,,,,,,中川捕獲場,ナカガワホカクジヨウ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,36,142,02,42,01R0250,0110450,81001,
1971,1,,0110371,2,,,,,,,,,ナヨロシジヨウスイシユスイクチ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,22,07,142,27,50,01R0270,0110420,81001,
1971,1,,0110611,2,,,,,,,,,ユウベツオオハシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,12,57,143,35,44,01R1030,0110600,81003,
1971,1,,0110661,2,,,,,,,,第二観月橋,ダイ 2 カンゲツバツ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,46,52,143,58,16,01R1220,0110200,,
1971,1,,0110681,2,,,,,,,,,ミハラシバシ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,51,14,143,57,31,01R1250,0110210,,
1971,1,,0110691,2,,,,,,,,忠志橋,チユウシバシ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,55,17,143,58,04,01R1260,0110170,81004,
1971,1,,0110711,2,,,,,,,,都橋,ミヤコバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,48,09,144,10,12,01R1310,0110340,81005,
1971,1,,0110731,2,,,,,,,,大正橋,タイシヨウバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,49,30,144,05,27,01R1320,0110310,81005,
1971,1,,0110741,2,,,,,,,,治水橋,チスイバシ,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,54,45,144,07,38,01R1330,0110320,81005,
1971,1,,0110751,2,,,,,,,,網走橋,アバシリバシ,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,01,16,144,15,17,01R1340,0110330,81005,
1971,1,,0110841,2,,,,,,,,川上橋,カワカミバシ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,52,14,144,39,01,01R1530,0110730,81211,
1971,1,,0110861,2,,,,,,,,斜里捕獲場,シヤリホカクジヨウ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,54,50,144,39,36,01R1550,0110710,81211,
1971,1,,0110871,2,,,,,,,,エトンビ橋,エトンビガワバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,49,25,144,35,56,01R1560,0110700,81211,
1971,1,,0111041,2,,,,,,,,開運橋,カイウンバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,17,58,144,36,07,01R1911,0110800,81012,
1971,1,,0111051,2,,,,,,,,,クシロシジヨウスイシユスイグチ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,04,31,144,24,51,01R1920,0110790,81012,
1971,1,,0111061,2,,,,,,,,新川橋,シンカワバシ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,59,59,144,21,37,01R1930,0110820,81012,
1971,1,,0111091,2,,,,,,,,弊舞橋,ヌサマエバシ,,E,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,58,53,144,23,06,01R1960,0110840,81012,
1971,1,,0111201,2,,,,,,,,上川橋,カミカワバシ,,AA,1,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,22,21,142,53,34,01R2500,0110220,81013,
1971,1,,0111211,2,,,,,,,,佐幌川合流前,サホロガワゴウリユウマエ,,A,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,00,44,142,56,05,01R2501,0110240,81013,
1971,1,,0111281,2,,,,,,,,十勝大橋,トカチオオハシ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,56,06,143,12,07,01R2520,0110270,81013,
1971,1,,0111331,2,,,,,,,,音更橋,オトフケバシ,,A,2,,1975,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,59,34,143,12,47,01R2541,0112550,81013,
1971,1,,0111351,2,,,,,,,,札内橋,サツナイバシ,,A,1,,1975,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,16,34,143,17,33,01R2550,0112600,81013,
1971,1,,0111391,2,,,,,,,,池田大橋,イケダオオハシ,,A,1,,1975,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,55,44,143,26,30,01R2561,0112650,,
1971,1,,0111421,2,,,,,,,,南帯橋,ナンタイバシ,,AA,1,,1975,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,50,27,143,11,11,01R2570,0112590,81013,
1971,1,,0111431,2,,,,,,,,千代田堰堤,チヨダエンテイ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,56,28,143,20,23,01R2580,0110260,81013,
1971,1,,0111461,2,,,,,,,,茂岩橋,モイワオオハシ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,48,26,143,30,35,01R2591,0110250,81013,
1971,2,,0120321,2,,,,,,,,Ｓｔ‐１,ST.1,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,55,43,144,09,52,01L5010,0120030,,
1971,2,,0120331,2,,,,,,,,Ｓｔ‐２,ST.2,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,58,03,144,10,13,01L5020,0120010,,
1971,2,,0120341,2,,,,,,,,Ｓｔ‐３,ST.3,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,59,15,144,11,12,01L5030,0120020,,
1971,2,,0120351,2,,,,,,,,Ｓｔ‐４,ST.4,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,00,09,144,13,21,01L5040,0120040,,
1971,3,,0130681,2,,,,,,,,Ｓｔ‐３,ST.3,,C,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,37,34,141,37,27,01S5030,0130770,,
1971,1,,0210071,2,,,,,,,,畑,ハタ,,A,1,,1974,04,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,17,45,140,57,33,02R0510,0211330,82529,
1971,1,,0210081,2,,,,,,,,大滝,オオタキ,,A,1,,1974,04,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,16,38,140,58,47,02R0520,0211360,,
1971,1,,0210091,2,,,,,,,,銀杏木橋,イチヨウオオハシ,,A,2,,1974,04,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,14,24,140,59,30,02R0530,0211340,,
1971,1,,0210101,2,,,,,,,,川内橋,カワウチバシ,,A,2,,1974,04,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,11,51,140,59,34,02R0540,0211350,82529,
1971,1,,0210261,2,,,,,,,,櫛引橋,クシヒキバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,29,13,141,25,42,02R2130,0210080,82016,
1971,1,,0210271,2,,,,,,,,尻内橋,シリナイバシ,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,30,04,141,26,32,02R2140,0210110,82016,
1971,1,,0210281,2,,,,,,,,大橋,オオハシ,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,31,00,141,28,15,02R2150,0210120,,
1971,1,,0210621,2,,,,,,,,,アンモンガワ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,31,23,140,10,33,02R5010,,,
1971,1,,0210631,2,,,,,,,,県営発電所,ケンエイハツデンジヨ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,33,42,140,16,59,02R5020,0210220,82014,
1971,1,,0210661,2,,,,,,,,安東橋,アンドウバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,39,06,140,28,15,02R5050,0210360,82014,
1971,1,,0210681,2,,,,,,,,鶴寿橋,カクジユバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,45,26,140,25,28,02R5060,0210380,82014,
1971,1,,0210701,2,,,,,,,,神田橋,カンダバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,54,39,140,25,04,02R5080,0210400,82014,
1971,1,,0210711,2,,,,,,,,十三橋,ジユウサンバシ,,B,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,02,24,140,19,39,02R5090,0210440,,
1971,1,,0210721,2,,,,,,,,幡竜橋,バンリユウバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,41,40,140,27,10,02R5100,0210230,82014,
1971,1,,0210731,2,,,,,,,,乾橋,イヌイバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,48,36,140,26,13,02R5110,0210240,82014,
1971,1,,0210741,2,,,,,,,,津軽大橋,ツガルオオハシ,,B,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,59,14,140,23,27,02R5120,0210430,82014,
1971,1,,0210811,2,,,,,,,,上岩木橋,カミイワキバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,35,33,140,24,46,02R5190,0210330,,
1971,1,,0210831,2,,,,,,,,板沢橋,イタサワバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,22,140,37,53,02R5510,0210450,82014,
1971,1,,0210861,2,,,,,,,,,サイワイバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,33,05,140,32,47,02R5530,0210490,,
1971,1,,0210871,2,,,,,,,,平川橋,ヒラカワバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,38,40,140,29,40,02R5540,0210460,82014,
1971,1,,0210931,2,,,,,,,,厚目内橋,アツメナイバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,32,37,140,42,07,02R5820,,,
1971,1,,0210941,2,,,,,,,,中島橋,ナカジマバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,36,22,140,40,14,02R5830,0210560,82014,
1971,1,,0210951,2,,,,,,,,千年橋,センネンバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,38,23,140,35,18,02R5840,0210570,82014,
1971,1,,0210961,2,,,,,,,,旭橋,アサヒバシ,,A,2,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,38,30,140,51,11,02R5850,0210580,82014,
1971,1,,0210991,2,,,,,,,,車力橋,シヤリキバシ,,A,1,,1972,06,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,57,02,140,22,13,02R6310,0210630,82014,
1971,2,,0220011,2,,,,,,,,Ｓｔ‐１,ST.1,,AA,1,,1971,05,25,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,25,27,140,52,23,02L1010,,,
1971,2,,0220021,2,,,,,,,,Ｓｔ‐２,ST.2,,AA,1,,1971,05,25,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,26,40,140,52,02,02L1020,,,
1971,2,,0220031,2,,,,,,,,Ｓｔ‐３,ST.3,,AA,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,27,10,140,51,44,02L1030,0220700,,
1971,2,,0220041,2,,,,,,,,Ｓｔ‐４,ST.4,,AA,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,42,140,51,00,02L1040,0220710,,
1971,2,,0220051,2,,,,,,,,Ｓｔ‐５,ST.5,,AA,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,23,140,51,12,02L1050,0220660,,
1971,2,,0220061,2,,,,,,,,Ｓｔ‐６,ST.6,,AA,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,29,18,140,54,15,02L1060,0220720,,
1971,2,,0220071,2,,,,,,,,Ｓｔ‐７,ST.7,,AA,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,45,140,55,27,02L1070,0220730,,
1971,2,,0220081,2,,,,,,,,Ｓｔ‐８,ST.8,,AA,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,26,38,140,54,03,02L1080,0220740,,
1971,2,,0220091,2,,,,,,,,Ｓｔ‐９,ST.9,,AA,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,27,28,140,55,55,02L1090,0220670,,
1971,1,,0310191,2,,,,,,,,花輪橋,ハナワバシ,,AA,1,,1972,04,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,37,47,141,54,21,03R2010,0310070,82248,
1971,1,,0310221,2,,,,,,,,,ミヤコバシカリユウサガン,,A,2,,1972,04,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,38,21,141,57,20,03R2040,,,
1971,1,,0310441,2,,,,,,,,坪内橋,ツボウチバシ,,A,1,,1973,02,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,15,12,141,47,41,03R3310,0310190,82534,
1971,1,,0310461,2,,,,,,,,新開橋,シンカイバシ,,B,2,,1973,02,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,16,12,141,47,41,03R3320,0310230,82534,
1971,1,,0310481,2,,,,,,,,矢ノ浦橋,ヤノウラバシ,,C,2,,1973,02,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,16,02,141,53,07,03R3340,0310260,,
1971,1,,0310491,2,,,,,,,,越田橋,コシダバシ,,A,1,,1973,02,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,45,13,141,44,22,03R3350,0310200,,
1971,1,,0310511,2,,,,,,,,文化橋,ブンカバシ,,B,2,,1973,02,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,15,54,141,50,33,03R3410,0310240,82534,
1971,1,,0310521,2,,,,,,,,女遊部橋,オナツベバシ,,A,1,,1973,02,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,18,01,141,52,59,03R3510,0310270,82534,
1971,1,,0310561,2,,,,,,,,権現堂橋,ゴンゲンドウバシ,,A,1,,1972,04,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,05,31,141,42,25,03R4010,0310150,82534,
1971,1,,0310571,2,,,,,,,,川口橋,カワグチバシ,,A,2,,1972,04,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,04,15,141,43,37,03R4020,0310180,82534,
1971,1,,0310811,2,,,,,,,,和賀橋,ワカバシ,,AA,1,,1973,07,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,18,15,140,56,14,03R6320,0310600,,
1971,1,,0310961,2,,,,,,,,水門橋,スイモンバシ,,C,2,,1973,07,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,53,49,141,16,08,03R6640,0310730,,
1971,1,,0311271,2,,,,,,,,水吉橋,ミズヨシバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,22,29,141,28,52,03R7210,0310010,,
1971,1,,0311281,2,,,,,,,,府金橋,フキンバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,19,38,141,18,16,03R8010,0310060,,
1971,1,,0311321,2,,,,,,,,合川橋,アイカワバシ,,A,1,,1973,07,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,14,42,141,16,05,03R8110,0310520,82016,
1971,3,,0330041,2,,,,,,,,Ｓ‐７,S-7,,A,1,,1972,04,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,36,13,141,58,39,03S2010,0330020,,
1971,3,,0330051,2,,,,,,,,Ｓ‐８,S-8,,A,1,,1972,04,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,38,37,141,58,10,03S2020,0330030,,
1971,3,,0330101,2,,,,,,,,Ｓ‐１７,S-17,,A,1,,1973,02,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,15,13,141,54,47,03S4010,0330090,,
1971,3,,0330111,2,,,,,,,,Ｓ‐１８,S-18,,A,1,,1973,02,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,15,55,141,55,03,03S4020,,,
1971,3,,0330121,2,,,,,,,,,S-19,,A,1,,1973,02,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,18,14,141,53,39,03S4030,0330080,,
1971,3,,0330131,2,,,,,,,,,S-20,,A,1,,1973,02,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,18,10,141,54,13,03S4040,0330100,,
1971,3,,0330141,2,,,,,,,,,S-16,,B,1,,1973,02,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,15,48,141,54,17,03S4050,0330120,,
1971,1,,0410131,2,,,,,,,,,トヨマ,,A,1,,1973,03,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,39,13,141,17,08,04R0240,0411130,82017,
1971,1,,0410141,2,,,,,,,,飯野川,イイノガワ,,A,1,,1973,03,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,30,45,141,18,33,04R0250,0411150,82017,
1971,1,,0410191,2,,,,,,,,,ヨンノゼキ,,A,1,,1972,04,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,48,17,140,55,13,04R1020,0410520,,
1971,1,,0410201,2,,,,,,,,最下流,サイカリユウ,,A,1,,1973,04,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,49,27,140,56,50,04R1030,0410510,,
1971,1,,0410211,2,,,,,,,,,ワカヤギ,,A,1,,1972,04,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,46,11,141,07,50,04R1040,0410500,82017,
1971,1,,0410291,2,,,,,,,,鳴子,ナルコ,,A,1,,1972,04,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,45,16,140,42,17,04R2010,,,
1971,1,,0410621,2,,,,,,,,常盤橋（北光社）,トキワバシ,,E,3,,1972,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,19,04,141,01,15,04R3450,0410180,,
1971,1,,0410631,2,,,,,,,,多賀城堰,タガジヨウゼキ,,D,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,17,24,141,01,39,04R3510,0410190,82536,
